gene,gene_name,TATA,class,tail-dependence,expression,Spt7,Taf13,Med15
YLR204W,QRI5,TATA-less,TFIID,tail-independent,16.63784961,-1.227176507,-1.914210207,0.111733166
YGL066W,SGF73,TATA-less,TFIID,tail-independent,16.63240433,-0.865900737,-2.032325598,0.26788212
YHL029C,OCA5,TATA-less,TFIID,tail-independent,16.60633797,-0.864292334,-1.921464546,0.195164305
YFR028C,CDC14,TATA-less,TFIID,tail-independent,16.60007245,-1.14387606,-2.408348016,-0.03331336
YBR170C,NPL4,,TFIID,tail-independent,16.59586057,-0.929419573,-2.152008928,0.123025097
YCR011C,ADP1,TATA-less,TFIID,tail-independent,16.59426389,-1.574695307,-2.27075367,-0.398116375
YKL067W,YNK1,TATA-containing,TFIID,tail-independent,16.58497511,-1.520156906,-2.059436948,-0.081973257
YAL023C,PMT2,TATA-less,TFIID,tail-independent,16.57916512,-1.849517758,-2.944218167,-0.197304478
YOL045W,PSK2,TATA-less,TFIID,tail-independent,16.57730213,-1.377484983,-2.574670633,0.172759799
YMR277W,FCP1,,TFIID,tail-independent,16.57105472,-1.502804037,-2.007315333,0.148211374
YGL220W,FRA2,,TFIID,tail-independent,16.55186019,-1.322054784,-2.477992805,0.303694866
YKL092C,BUD2,TATA-less,TFIID,tail-independent,16.55185685,-0.924113409,-2.045517702,-0.045331024
YGR007W,ECT1,TATA-less,TFIID,tail-independent,16.55136837,-1.022118061,-1.846177715,0.027433559
YPL030W,TRM44,TATA-less,TFIID,tail-independent,16.54874232,-1.1184968,-2.378523161,0.338663145
YMR123W,PKR1,TATA-less,TFIID,tail-independent,16.54650559,-1.587650035,-2.893882556,0.066335497
YOL052C,SPE2,TATA-less,TFIID,tail-independent,16.54372491,-1.423548737,-2.78823454,0.163492574
YFR011C,MIC19,TATA-less,TFIID,tail-independent,16.54246277,-0.515821092,-2.042949687,0.142440545
YPR164W,MMS1,TATA-less,TFIID,tail-independent,16.53228783,-0.673557859,-2.161840474,-0.055358593
YGR179C,OKP1,TATA-less,TFIID,tail-independent,16.52986334,-0.890137959,-2.240318637,0.049339321
YGR235C,MIC26,TATA-less,TFIID,tail-independent,16.52558617,-0.648980126,-2.106959744,0.135133361
YGL222C,EDC1,TATA-less,TFIID,tail-independent,16.52414348,-0.828724532,-1.545479285,0.166025191
YOL092W,YPQ1,TATA-less,TFIID,tail-independent,16.51793653,-0.987874285,-2.474709937,0.276822844
YGL112C,TAF6,,TFIID,tail-independent,16.51365418,-1.226227033,-2.201885879,0.038969052
YDL188C,PPH22,TATA-containing,TFIID,tail-independent,16.5125642,-1.187330129,-1.983187507,-0.148456519
YBL091C,MAP2,,TFIID,tail-independent,16.5048885,-0.86488621,-2.607815771,0.081102002
YHR121W,LSM12,TATA-less,TFIID,tail-independent,16.49970991,-1.06551435,-2.551170725,0.125980881
YDR122W,KIN1,,TFIID,tail-independent,16.49561333,-1.423348235,-1.727505769,-0.099949587
YCL061C,MRC1,TATA-less,TFIID,tail-independent,16.47704342,-1.10731034,-2.312291706,-0.046082675
YBL046W,PSY4,TATA-less,TFIID,tail-independent,16.47358063,-0.817485229,-2.007340891,0.214475474
YGL213C,SKI8,TATA-less,TFIID,tail-independent,16.46873767,-1.034948251,-2.328072039,0.099374461
YBR102C,EXO84,TATA-less,TFIID,tail-independent,16.45259744,-0.799849273,-2.164870488,0.155944122
YPR171W,BSP1,TATA-containing,TFIID,tail-independent,16.45072391,-1.087280812,-2.423948503,-0.050590765
YGL155W,CDC43,,TFIID,tail-independent,16.44241683,-0.943367462,-2.630751415,0.106201016
YKL141W,SDH3,TATA-containing,TFIID,tail-independent,16.44153512,-0.366170096,-2.135993925,0.446886365
YFR006W,YFR006W,,TFIID,tail-independent,16.43749951,-0.863617033,-2.82773275,0.380408329
YKL106W,AAT1,TATA-containing,TFIID,tail-independent,16.43243032,-0.697240022,-1.232840598,0.535527026
YHR004C,NEM1,TATA-less,TFIID,tail-independent,16.40456453,-0.68797769,-2.63468004,-0.14675843
YKL119C,VPH2,TATA-less,TFIID,tail-independent,16.40030091,-0.598688363,-2.147761354,0.342924521
YLR212C,TUB4,,TFIID,tail-independent,16.38836797,-0.941479066,-2.400875646,-0.11612175
YMR086W,SEG1,TATA-less,TFIID,tail-independent,16.36653617,-1.441118355,-2.203232979,-0.073147673
YKL012W,PRP40,TATA-less,TFIID,tail-independent,16.35846958,-0.892714589,-2.472231915,-0.021231087
YPL159C,PET20,TATA-less,TFIID,tail-independent,16.33593243,-0.376676222,-1.508016436,-0.127880497
YGR056W,RSC1,TATA-less,TFIID,tail-independent,16.33340205,-1.086534874,-2.188218975,-0.008096862
YGR057C,LST7,TATA-less,TFIID,tail-independent,16.30578227,-0.736190246,-2.134797984,0.27239334
YBL067C,UBP13,TATA-less,TFIID,tail-independent,16.30447019,-1.113159046,-2.810242021,0.114446779
YPR190C,RPC82,TATA-less,TFIID,tail-independent,16.3044697,-0.986988599,-2.792757591,0.238705157
YJL178C,ATG27,TATA-less,TFIID,tail-independent,16.30222534,-1.126456263,-2.584771247,0.037273746
YJL006C,CTK2,TATA-containing,TFIID,tail-independent,16.29401361,-0.640418445,-1.838111542,0.182481927
YJL049W,YJL049W,TATA-less,TFIID,tail-independent,16.29334903,-0.689080873,-1.414839339,0.255334881
YJL020C,BBC1,TATA-less,TFIID,tail-independent,16.29203595,-0.927798841,-2.325577479,-0.158186829
YPL207W,TYW1,TATA-containing,TFIID,tail-independent,16.28818338,-0.868999038,-2.329304979,0.447663348
YHR085W,IPI1,TATA-less,TFIID,tail-independent,16.27677104,-1.304090589,-2.548244912,0.414033885
YDR329C,PEX3,TATA-less,TFIID,tail-independent,16.274696,-0.857783974,-2.535845604,0.031164778
YGR161W-C,YGR161W-C,TATA-less,TFIID,tail-independent,16.27157936,-0.291787157,-1.492729058,-0.0735343
YOR256C,TRE2,TATA-less,TFIID,tail-independent,16.27149385,-0.901183509,-2.316122669,0.06739622
YPL232W,SSO1,TATA-less,TFIID,tail-independent,16.26602853,-1.662009965,-2.924572507,0.061926471
YLR420W,URA4,TATA-containing,TFIID,tail-independent,16.25822375,-1.048812624,-1.862307416,-0.117972455
YDR466W,PKH3,TATA-less,TFIID,tail-independent,16.23532718,-0.976026547,-1.670151058,0.019545623
YBR260C,RGD1,,TFIID,tail-independent,16.23427866,-0.910356087,-2.570714907,-0.017616409
YPL086C,ELP3,TATA-less,TFIID,tail-independent,16.22280946,-1.59477281,-2.642579556,0.46737018
YKL046C,DCW1,TATA-less,TFIID,tail-independent,16.22211148,-1.050767469,-2.076434754,-0.101155251
YJR069C,HAM1,,TFIID,tail-independent,16.21776536,-1.069274569,-2.970198889,0.101612255
YML115C,VAN1,TATA-less,TFIID,tail-independent,16.2069979,-1.417384567,-2.683918844,0.078975397
YGL145W,TIP20,TATA-containing,TFIID,tail-independent,16.20452219,-0.168427518,-1.916897046,0.196577201
YDL028C,MPS1,TATA-less,TFIID,tail-independent,16.19496248,-1.027712838,-1.963761744,-0.030158833
YML046W,PRP39,TATA-less,TFIID,tail-independent,16.18309211,-0.902624718,-2.56236766,0.205762009
YPL181W,CTI6,TATA-less,TFIID,tail-independent,16.17862721,-1.500344857,-2.780040166,0.213750711
YNL166C,BNI5,TATA-less,TFIID,tail-independent,16.16945075,-0.982444536,-2.319465343,-0.000801275
YDR352W,YPQ2,,TFIID,tail-independent,16.16865255,-1.63600987,-3.256159302,0.351423004
YNR026C,SEC12,TATA-less,TFIID,tail-independent,16.15638484,-0.855477618,-2.8020836,0.131652081
YLL043W,FPS1,TATA-less,TFIID,tail-independent,16.15089582,-0.985721651,-1.970774835,-0.099179796
YDR312W,SSF2,TATA-less,TFIID,tail-independent,16.1349362,-0.92383346,-2.583016131,0.363041402
YKL022C,CDC16,TATA-less,TFIID,tail-independent,16.1294917,-0.707331088,-2.196443597,0.140493796
YJR097W,JJJ3,TATA-less,TFIID,tail-independent,16.12601437,-0.982512573,-2.928654268,0.438622357
YMR231W,PEP5,TATA-containing,TFIID,tail-independent,16.11335081,-0.558712398,-2.423636179,-0.018505362
YJL203W,PRP21,TATA-less,TFIID,tail-independent,16.11152007,-0.707142806,-1.902826211,0.207111488
YNL233W,BNI4,TATA-less,TFIID,tail-independent,16.09957169,-0.656861655,-2.336042627,-0.013343328
YDR348C,PAL1,TATA-less,TFIID,tail-independent,16.09689104,-0.935852239,-2.307008664,0.019824978
YMR139W,RIM11,TATA-less,TFIID,tail-independent,16.09006441,-0.564521729,-1.871732662,-0.015453319
YMR219W,ESC1,,TFIID,tail-independent,16.08903257,-0.833178081,-2.425417762,0.007926757
YBR202W,MCM7,TATA-less,TFIID,tail-independent,16.08614927,-1.333835728,-2.779339599,0.164785685
YHR195W,NVJ1,TATA-less,TFIID,tail-independent,16.06239833,-0.754802058,-2.245147037,0.176326861
YOR330C,MIP1,TATA-less,TFIID,tail-independent,16.06041914,-1.033723561,-2.401767275,-0.132037291
YFR024C-A,LSB3,TATA-less,TFIID,tail-independent,16.05910499,-1.274248292,-2.682616391,-0.002391758
YDR358W,GGA1,TATA-containing,TFIID,tail-independent,16.05573279,-1.16880449,-2.116444823,-0.163302965
YNL257C,SIP3,,TFIID,tail-independent,16.05546222,-1.533127812,-2.422897504,-0.182483667
YNL284C,MRPL10,TATA-less,TFIID,tail-independent,16.05468864,-0.886162022,-2.220934931,0.196962539
YDR056C,YDR056C,TATA-containing,TFIID,tail-independent,16.0539626,-0.889353477,-3.03960491,0.133863302
YDR306C,YDR306C,,TFIID,tail-independent,16.04613125,-0.882925526,-2.386752787,0.125101737
YJR032W,CPR7,,TFIID,tail-independent,16.0357875,-1.050916049,-2.749751037,0.078414107
YER089C,PTC2,TATA-less,TFIID,tail-independent,16.01577585,-1.604498343,-1.654906288,-0.008567575
YNL151C,RPC31,TATA-less,TFIID,tail-independent,16.01385395,-1.17306648,-2.657052599,0.373109624
YOL090W,MSH2,TATA-less,TFIID,tail-independent,16.00072465,-1.409571428,-2.422815701,0.076366038
YDR063W,AIM7,,TFIID,tail-independent,15.99891077,-1.103757975,-2.70452911,0.11277393
YJL209W,CBP1,TATA-less,TFIID,tail-independent,15.98555243,-1.149624343,-1.522143171,0.146626388
YOL144W,NOP8,,TFIID,tail-independent,15.97745444,-1.163271942,-3.018038043,0.479338829
YML120C,NDI1,TATA-containing,TFIID,tail-independent,15.96704646,-0.661597604,-2.069271237,0.157564854
YDR167W,TAF10,TATA-less,TFIID,tail-independent,15.96284064,-0.925950319,-2.161562034,0.128204521
YOR275C,RIM20,TATA-less,TFIID,tail-independent,15.9461233,-0.894825587,-2.445189643,-0.085261453
YHR102W,KIC1,TATA-less,TFIID,tail-independent,15.94496125,-1.076935487,-1.744183539,0.000495403
YML097C,VPS9,,TFIID,tail-independent,15.93549223,-0.829789846,-2.280940424,0.298822519
YIL002W-A,YIL002W-A,,TFIID,tail-independent,15.92959527,-0.291564122,-2.600540626,0.223123085
YBL068W,PRS4,TATA-less,TFIID,tail-independent,15.92849673,-1.260209547,-2.237391576,0.356781653
YKL023C-A,YKL023C-A,,TFIID,tail-independent,15.92644356,-0.996516936,-2.392300665,0.257898145
YKR029C,SET3,TATA-less,TFIID,tail-independent,15.91748506,-0.808835094,-1.992509222,0.013377037
YDR267C,CIA1,TATA-less,TFIID,tail-independent,15.91508543,-0.993121951,-2.672020424,0.354409614
YGL099W,LSG1,TATA-less,TFIID,tail-independent,15.9037516,-1.245523269,-2.705490482,0.27729853
YDR175C,RSM24,TATA-less,TFIID,tail-independent,15.89518924,-1.373446816,-1.882521547,0.070814305
YKL064W,MNR2,TATA-less,TFIID,tail-independent,15.89481551,-0.750647971,-2.69554149,0.0538915
YKL041W,VPS24,TATA-less,TFIID,tail-independent,15.88891668,-0.839355079,-2.473954117,0.23210496
YJL053W,PEP8,TATA-containing,TFIID,tail-independent,15.88757355,-0.742117855,-1.811046764,0.037547404
YDL006W,PTC1,TATA-less,TFIID,tail-independent,15.875349,-0.96767837,-1.906944244,0.193009902
YIL048W,NEO1,TATA-less,TFIID,tail-independent,15.87458286,-0.884109447,-2.093313695,-0.013002943
YHL017W,YHL017W,,TFIID,tail-independent,15.87142712,-0.973355296,-2.320083637,0.109328766
YGL076C,RPL7A,TATA-less,TFIID,tail-independent,15.85648693,-1.532210887,-2.412945518,0.143149423
YIL110W,HPM1,TATA-less,TFIID,tail-independent,15.8362912,-1.091745223,-2.613391477,0.308268784
YDR311W,TFB1,TATA-less,TFIID,tail-independent,15.83386245,-0.637132717,-2.740640235,0.171593622
YGL219C,MDM34,TATA-containing,TFIID,tail-independent,15.81627015,-0.767417131,-1.997570686,0.144747325
YHR127W,YHR127W,TATA-less,TFIID,tail-independent,15.81354916,-1.290630871,-2.628366758,0.157424727
YDR079W,PET100,,TFIID,tail-independent,15.81117369,-0.953025141,-3.079312031,0.357724202
YBR084W,MIS1,TATA-less,TFIID,tail-independent,15.80447492,-1.515713001,-2.991748853,0.337877138
YMR193W,MRPL24,,TFIID,tail-independent,15.80078137,-1.166635692,-2.472420117,0.261650934
YOR301W,RAX1,TATA-less,TFIID,tail-independent,15.80075829,-1.925923326,-2.737535571,-0.017164246
YPR114W,YPR114W,TATA-less,TFIID,tail-independent,15.8000191,-1.247284472,-1.986189425,0.058926759
YDR182W,CDC1,,TFIID,tail-independent,15.78594241,-1.047105194,-1.872934873,-0.110607968
YGR047C,TFC4,TATA-less,TFIID,tail-independent,15.78282763,-1.179877544,-2.692224007,0.006993768
YGR220C,MRPL9,TATA-less,TFIID,tail-independent,15.77626846,-1.052158516,-2.556070375,0.032459128
YDL217C,TIM22,TATA-less,TFIID,tail-independent,15.76154716,-0.610938904,-2.306093724,0.204915279
YGL139W,FLC3,TATA-less,TFIID,tail-independent,15.75645208,-0.939013158,-2.197652335,-0.020946938
YOR042W,CUE5,TATA-less,TFIID,tail-independent,15.74671077,-1.288709256,-3.164485447,-0.13017238
YLR285W,NNT1,TATA-less,TFIID,tail-independent,15.74405315,-1.080065411,-3.176465253,0.127284129
YGR117C,YGR117C,TATA-less,TFIID,tail-independent,15.73936253,-0.389633747,-1.518263885,0.180319543
YDR289C,RTT103,,TFIID,tail-independent,15.73112981,-0.821088799,-2.098467109,0.234396539
YJL055W,YJL055W,TATA-containing,TFIID,tail-independent,15.72844939,-1.180007404,-2.634170093,-0.240089281
YBL059C-A,CMC2,,TFIID,tail-independent,15.72162049,-0.512397482,-2.40430133,0.398345384
YBR028C,YPK3,TATA-less,TFIID,tail-independent,15.70895485,-1.384732793,-3.02338896,0.12270944
YBR057C,MUM2,TATA-less,TFIID,tail-independent,15.69457977,-0.873924347,-2.115304566,0.111608247
YNR069C,BSC5,TATA-less,TFIID,tail-independent,15.68805626,-1.655324015,-2.588304256,0.590322099
YKL053C-A,MDM35,TATA-less,TFIID,tail-independent,15.687216,-0.88273481,-3.207522944,0.119925615
YJR055W,HIT1,TATA-less,TFIID,tail-independent,15.67347789,-0.841223746,-3.597283074,0.509616622
YOL060C,MAM3,TATA-less,TFIID,tail-independent,15.66377574,-1.655598711,-2.391479813,-0.36352131
YDL150W,RPC53,TATA-less,TFIID,tail-independent,15.65762271,-1.249514879,-2.010430745,0.420007292
YLR241W,CSC1,TATA-less,TFIID,tail-independent,15.65645422,-0.658446078,-2.539079645,-0.103375949
YLR430W,SEN1,TATA-less,TFIID,tail-independent,15.65453589,-0.790438759,-1.638433438,0.024650545
YBR236C,ABD1,TATA-less,TFIID,tail-independent,15.63355055,-0.371701677,-2.453732485,-0.046898985
YKR024C,DBP7,TATA-less,TFIID,tail-independent,15.62645595,-1.283823505,-2.45155929,0.310229299
YER114C,BOI2,TATA-less,TFIID,tail-independent,15.62485517,-1.356341503,-2.409814288,-0.026366296
YGL095C,VPS45,TATA-less,TFIID,tail-independent,15.61003086,-0.68699429,-2.361066187,0.095473474
YLL040C,VPS13,TATA-less,TFIID,tail-independent,15.60133475,-0.692253241,-2.167829058,-0.183628205
YLR065C,ENV10,TATA-less,TFIID,tail-independent,15.5991304,-1.29245469,-2.375795311,0.239488705
YPL112C,PEX25,TATA-containing,TFIID,tail-independent,15.5793081,-1.15428035,-2.492095114,-0.015052911
YCL005W-A,VMA9,,TFIID,tail-independent,15.57618117,-1.197437723,-2.548752572,0.152863471
YMR028W,TAP42,,TFIID,tail-independent,15.57158025,-0.627120402,-2.43026357,0.053755541
YML121W,GTR1,TATA-less,TFIID,tail-independent,15.55422398,-0.959888412,-2.458258188,0.009456371
YOR320C,GNT1,TATA-less,TFIID,tail-independent,15.54749081,-0.801609093,-2.270192045,0.074203374
YKR083C,DAD2,,TFIID,tail-independent,15.53796603,-0.849470077,-2.888336959,0.085409992
YMR189W,GCV2,TATA-containing,TFIID,tail-dependent,15.53138633,-1.100525132,-1.992560783,-1.18893666
YDR121W,DPB4,TATA-less,TFIID,tail-independent,15.52796034,-0.929602204,-2.320476459,0.291542143
YDL046W,NPC2,TATA-containing,TFIID,tail-independent,15.50772939,-1.650708504,-2.227312101,-0.069833697
YGL226C-A,OST5,,TFIID,tail-independent,15.50209692,-0.51883018,-2.241370094,0.114432578
YPL263C,KEL3,TATA-less,TFIID,tail-independent,15.49799899,-1.175515501,-2.230330796,0.486732339
YDL202W,MRPL11,TATA-less,TFIID,tail-independent,15.49478715,-1.004396141,-2.2874539,0.140455447
YDR026C,NSI1,,TFIID,tail-independent,15.48799524,-0.471680891,-2.045636832,0.166980364
YOR257W,CDC31,,TFIID,tail-independent,15.48303276,-1.133254705,-2.441264329,0.084841788
YPR018W,RLF2,TATA-less,TFIID,tail-independent,15.47046773,-1.026525109,-2.160159809,0.266861185
YOR069W,VPS5,TATA-less,TFIID,tail-independent,15.46682054,-1.215787737,-2.193944767,0.044658696
YNL259C,ATX1,TATA-less,TFIID,tail-independent,15.46481769,-1.153401286,-2.455783513,0.248880312
YHR059W,FYV4,,TFIID,tail-independent,15.46322424,-0.925652071,-2.391612798,0.043189068
YGR170W,PSD2,TATA-containing,TFIID,tail-independent,15.46056028,-1.106883219,-2.200721064,-0.155276373
YOR308C,SNU66,TATA-less,TFIID,tail-independent,15.45608183,-0.751392515,-2.221000231,0.280132249
YNL074C,MLF3,TATA-less,TFIID,tail-independent,15.44899174,-1.04090139,-2.233731822,0.007679935
YLR277C,YSH1,TATA-less,TFIID,tail-independent,15.43752306,-0.745959911,-2.023640947,0.036039219
YOL010W,RCL1,TATA-less,TFIID,tail-independent,15.43436935,-0.993199121,-2.553329335,0.279705199
YGR046W,TAM41,TATA-less,TFIID,tail-independent,15.42329625,-0.307323107,-1.885655494,0.150381176
YGL084C,GUP1,TATA-less,TFIID,tail-independent,15.41993287,-1.240678142,-2.757470382,-0.050967241
YPR166C,MRP2,TATA-less,TFIID,tail-independent,15.41991127,-1.35808415,-2.209976702,-0.136157726
YDR283C,GCN2,,TFIID,tail-independent,15.40621321,-0.75635804,-1.860553305,-0.015626339
YDL133W,SRF1,,TFIID,tail-independent,15.40499235,-1.14953145,-1.599049799,0.012421805
YJL173C,RFA3,TATA-less,TFIID,tail-independent,15.40354183,-1.211617042,-2.226663103,0.02448581
YOR304C-A,BIL1,,TFIID,tail-independent,15.4034188,-0.779034742,-2.37451825,0.063298868
YGL211W,NCS6,TATA-less,TFIID,tail-independent,15.40184565,-1.126247452,-2.405603159,0.165817331
YBR110W,ALG1,TATA-less,TFIID,tail-independent,15.40152045,-1.086092257,-2.66477857,0.143886782
YGL191W,COX13,TATA-less,TFIID,tail-independent,15.39214148,-0.408687436,-1.586318961,0.198107228
YLL054C,YLL054C,,TFIID,tail-independent,15.38671272,-1.397752043,-3.137777066,0.19491969
YMR171C,EAR1,TATA-less,TFIID,tail-independent,15.38658298,-1.773754399,-1.791717604,-0.024243117
YFL034C-B,MOB2,TATA-less,TFIID,tail-independent,15.385585,-0.735086791,-1.67231956,0.082964404
YNL054W,VAC7,TATA-less,TFIID,tail-independent,15.3798287,-0.836649622,-2.408822521,-0.035819812
YJR118C,ILM1,TATA-less,TFIID,tail-independent,15.37863264,-1.001047235,-2.615628174,0.152549277
YEL042W,GDA1,TATA-less,TFIID,tail-independent,15.37179303,-1.142676668,-3.004804338,-0.014466822
YLR369W,SSQ1,,TFIID,tail-independent,15.36974616,-0.861464146,-2.53038461,0.338272724
YMR239C,RNT1,,TFIID,tail-independent,15.36680942,-1.149406544,-2.472233852,0.531706766
YCR017C,CWH43,TATA-less,TFIID,tail-independent,15.36437662,-0.839169347,-2.98776645,0.13387799
YOR172W,YRM1,TATA-less,TFIID,tail-independent,15.35340942,-0.573885027,-1.944353237,0.198479597
YBR160W,CDC28,TATA-less,TFIID,tail-independent,15.33349998,-1.54560299,-2.578374905,0.140919985
YOR067C,ALG8,,TFIID,tail-independent,15.31992075,-1.085295748,-2.953433202,0.151616443
YJL125C,GCD14,TATA-less,TFIID,tail-independent,15.31833642,-1.316737881,-2.302757281,0.267621675
YKL139W,CTK1,TATA-less,TFIID,tail-independent,15.31750334,-1.086959187,-1.555101894,0.17499822
YPR022C,YPR022C,TATA-containing,TFIID,tail-independent,15.31552957,-1.100376138,-2.328651638,0.107324043
YAL053W,FLC2,TATA-less,TFIID,tail-independent,15.31455312,-1.505140658,-2.204296633,-0.070757644
YFL049W,SWP82,TATA-containing,TFIID,tail-independent,15.31114937,-0.644772882,-2.211277136,0.050835016
YMR315W,YMR315W,TATA-containing,TFIID,tail-independent,15.30784397,-0.415195716,-2.556093641,-0.200223602
YGR246C,BRF1,TATA-less,TFIID,tail-independent,15.30689664,-0.615104256,-2.83080475,0.191773082
YGR172C,YIP1,TATA-less,TFIID,tail-independent,15.30657525,-1.091819772,-2.30992862,0.187867665
YLR115W,CFT2,TATA-less,TFIID,tail-independent,15.30358239,-0.983250316,-2.550403299,-0.010021302
YAL026C,DRS2,TATA-less,TFIID,tail-independent,15.30272002,-0.72259261,-2.474001624,-0.057133681
YGL203C,KEX1,TATA-less,TFIID,tail-independent,15.28271727,-1.484336123,-2.542744549,0.075830116
YFR042W,KEG1,TATA-less,TFIID,tail-independent,15.27321858,-1.052311381,-1.838772357,0.022289567
YGL180W,ATG1,,TFIID,tail-independent,15.2654885,-0.489157979,-1.09202156,0.148796391
